Uuid__c,Status_desq__c,Remarks__c
95fac0a9-8651-57cd-bc58-4e2cac62c6bd,Active,27022020 LT: BASF bought the credits. They want this product via VONQ - only handling-fee
9488a582-9078-5107-8aac-eb60e5cfeca3,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
485e17d9-3d30-54b7-b82b-ff873464e5a3,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
79111a5c-d402-5165-872c-e15eb3c1daf6,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
ebf97e6b-7f68-53a6-82df-87b50cc8616c,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
debda987-896b-5d88-99e0-6185374dd3ba,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
a5edc3db-d815-51d4-b1b2-2df290699e5d,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
f41f81e6-f8e7-5dce-bcdb-ce692a38f569,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
39aad92c-9ff1-5d8e-ada6-800e792c76dd,Active,"Blacklisted, because we can never reach them."
3311c55d-c8e4-534c-9f23-1608ebe6dbeb,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
77662701-07c5-5971-8372-cb861a67c944,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
b4cbced3-10eb-5cee-b80b-7db26e6de2f4,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
8f043deb-dbd9-5704-88d5-ec9548da6893,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
a46c740a-9c7d-501e-8b86-3d9aa78c4b12,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
2f60b821-0b6f-5759-a983-08c1eb0b5b1a,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
cf8ddd58-520a-5961-b616-be821fc98e5f,Active,"06032020 LT: In tegenstelling tot de standaard posting fee van €15,- is met BNP afgesproken om de prijs van dit product op €0,- te zetten."
0d07582b-be96-5836-af91-5db1807c066a,Active,"06032020 LT: In tegenstelling tot de standaard posting fee van €15,- is met BNP afgesproken om de prijs van dit product op €0,- te zetten."
37bfeec7-6a19-5bee-b5bf-fbcd3278eb4b,Active,Duplicate: https://vonq.lightning.force.com/lightning/r/Product2/01t08000008qgxIAAQ/view
7f24f2c0-74c6-5694-a263-6d63734e1e3c,Active,"11052020 LT: RC=7900 SEK (€745,50) - Purchase Price = 5900SEK (€556,77)"
b798609a-8f43-5f96-87ac-3f814a6a3d44,Active,"Blacklisted, because we can never reach them."
6b7a36a9-c88c-5a78-832b-4e7245737a59,Active,"Blacklisted, because we can never reach them."
44178dd2-d3d8-5082-8e54-eb0d651f35a6,Active,"27-05-2021 Tristan de Kooker: eRecruiter has confirmed if we can reduce the listprice of this product, their salesteam will push it and they will pin those products to the top of their list."
a8cea812-8c6b-5e92-9468-eb69559abf09,Active,"Blacklisted, because we can never reach them."
2e7febba-9100-5558-8257-10b3e9428e0d,Active,"LET OP: graag de banner aan ons sturen met de vacature (incl link) naar: thomas.timmermans@fdmediagroep.nl. Uw banner wordt geplaatst op de homepage van ESB.nu aan de rechterzijde, in het midden. U koopt met 3000 impressies. Wanneer ESB tijdens uw campagne  3000 impressies heeft gerealiseerd stopt de campagne en halen wij uw banner offline."
a961369d-a13c-5d4b-94fd-2841fd224871,Active,"Blacklisted, because we can never reach them."
38dc63c9-5484-5a6a-8331-668acc79ec8e,Active,"Blacklisted, because we can never reach them."
bc20c32f-c2fe-5f41-8f5b-1638faab1336,Active,"11052020 LT: RC=7900SEK (€745,50) - Purchase Price 5900SEK (556,77)"
5397b8dd-0db6-5f47-8cfc-504dedd78fef,Active,"Blacklisted, because we can never reach them."
58faefff-e74e-54d6-9fde-8def060d06d1,Active,"14052020 LT: RC = 7900SEK (€745,50) - Purchase Price = 5900 (€556,77)"
c62ac65d-2f73-5344-bc38-73c2a3d38283,Active,"Blacklisted, because we can never reach them."
e1a7e7fc-e08b-54d0-96be-693bd2d2a294,Active,"11052020 LT: RC = 5500 SEK (€519,20) - Purchase Price = 3500 SEK (€330,28"
2b68822e-8f18-5722-b296-b71aff9e71fe,Active,"Blacklisted, because we can never reach them."
63731af3-544b-5352-9462-8834c3cac0bb,Active,"Blacklisted, because we can never reach them."
6063aad7-4d61-555d-bdc8-1958e787c531,Active,"Blacklisted, because we can never reach them."
bf8c8eb7-a057-5054-97e7-c7344daeed72,Active,RVR 03-03-2021: I have shut off this product because the same product of Epiframe is cheaper.
05b1365e-4785-5826-8714-e328b815dc8b,Active,"Lars Peter Svane 26-03-2021: ""We suggest deleting ""Brussels Legal"" - as this is not really a jobsite, but a Blog/community site for international lawyers, where the legal jobs from EuroBrussels and EuroLegalJobs are also listed. We think this might be too confusing, so instead we will just list it as free cross posting on EuroLegalJobs.'"
26d32350-5930-57a4-9bfc-16676f99f8b3,Active,"Blacklisted, because we can never reach them."
cbb5c02f-dbcd-5bbf-a685-5a71e4548851,Active,"Blacklisted, because we can never reach them."
6f4dfad1-f3a5-5c63-859e-2a987e634152,Active,For programmatic purposes. Not in JMP yet.
f24dd0f3-acf6-5ad6-a9f7-7e3a722639bb,Active,Joren told not relevant
fd6551bb-c974-5564-ab2c-c14f289d369e,Active,"Blacklisted, because we can never reach them."
fc7c5bde-a270-573a-825c-1a1be84a78b6,Active,"Blacklisted, because we can never reach them."
30f83870-6351-5b74-8c23-d8c362bc5a80,Active,"Blacklisted, because we can never reach them."
2b2c3912-1326-5cd8-adbe-6b9e12d7e788,Active,"Blacklisted, because we can never reach them."
1e27f91d-02f1-58dc-9130-49f47e732783,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again.
09014f34-0f00-56b4-abd0-257e8b0c03bb,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
c5e77093-5e44-5d18-b2eb-af6503487f5c,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
af4ae0b5-3200-561d-956b-e5383557b9c8,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
5250ba4b-1bb5-562d-88d9-0a0a124d1e63,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
6e0ee7d7-933d-5ea3-9235-61844d0097b9,Active,JDK: Feb 23 2021: JobTeaser can't facilitate partnership due to budget cuts. Check-in Q4 2021 again
1bbb24ad-96f2-53d7-9a4c-e746ff0e243c,Active,"This is a My Channel for BASE, but we will use the inventory from our regular StepStone product, to make sure that we will use our credits.

08-06-21 SF Changed list price to 1258€ on Maximilian Bonik's request."
908b9780-69a6-53f9-828e-3dab4ecbe60f,Active,"This is a My Channel for ECB, but we will use the inventory from our regular StepStone product, to make sure that we will use our credits."
e671681e-c073-5350-8828-e2f217594f96,Active,08-06-21 SF Changed list price to 1258€ on Maximilian Bonik's request.
31bbfb9b-dd6e-54d7-b6d9-510abb5a7b08,Active,"26-01-2021 Sylvia de Leon (Supplier): Ik heb voor de tweede keer een betaling ontvangen van Vonq.
Voor de tweede keer maken jullie een veel te laag bedrag over in dollars.
Zie onderstaande screenshots.

Naast die te lage dollarbedragen houdt de bank ook nog eens kosten in.
En jullie krijgen van mij al een dikke korting op het normale productprijs.
En jullie houden mijn betaling 2 maanden vast.

Ik ben hier nu echt klaar mee.
Jullie kunnen ons bedrijf uit je systeem verwijderen.
Wij werken liever direct met onze eigen klanten.
Die betalen prima en op tijd."
c1ce0d70-72de-5cbc-bf22-bba5aa1ea53f,Active,"LR0706: Switched to active after connection changes.

LR0507: BL due to posting issues. Integration needs to be reviewed.


USD Purchase Price 239,20
USD RC 299"
8bc64349-f03e-5adb-a02e-5e26c14513d5,Active,"LR0706: Switched to active after connection changes.

LR0507: BL due to posting issues. Integration needs to be reviewed.

USD 199 RC USD
Purchase 159,20 USD"
8465b8e2-e47c-5715-bba0-9eca78771164,Active,Only vacancies with a salary range above €60k
aeab334d-ad25-5e26-87cd-e45cbc67856b,Active,"25-05-21 SF Blacklisted, because we could not reach out to them (job posting failed)."
0d83dd71-8076-5ab7-b3bc-9d1da41b3aba,Active,"25-05-21 SF Blacklisted, because we could not reach out to them (job posting failed)."
7badd6a7-ea68-5273-9342-db64705ec3e1,Active,"25-05-21 SF Blacklisted, because we could not reach out to them (job posting failed)."
0280635c-004c-5713-bff7-883f47a51ee6,Active,EH 11-03-2021 For Programmatic Media Buying via IGB
3104ed86-d746-5f6a-93d4-1fe13690e659,Active,"RVR 15-03-2021: Tristan de Kooker asked me to create this additional product, just for Amazon (our client). But not to offer it in the JMP."
cd703b74-ba26-525c-935f-ea9c79aff546,Active,"RVR 15-03-2021: Tristan de Kooker asked me to create this additional product, just for Amazon (our client). But not to offer it in the JMP."
a760f4c6-8816-5efb-ba5d-d3706233e0d8,Active,"12-03-21 Blacklist

Duplicate: https://vonq.lightning.force.com/lightning/r/Product2/01t0Y000009DsSwQAK/view

2 Postings, Clickratio 1.50"
60e7bc90-fccf-523d-899a-e36334cebc3d,Active,Only vacancies in a salary range above €50K
5671f295-4c40-5f7d-923e-c5a0080adb32,Active,The product has been expired
14980b58-9138-5670-bca7-24ce797e99e3,Active,Blacklisted till Automation
6c572ed8-68c1-5d25-b028-f5660c8b497a,Active,"Valentine Reuzer: ""Automotivevac is niet meer actief en gaat binnenkort offline."""
71f89402-3e90-5dab-a6df-f16e8d83c4a3,Active,Duplicate: https://vonq.lightning.force.com/lightning/r/Product2/01t08000008qgxEAAQ/view
6fa97dab-c7e6-5093-ba97-32031fa1808d,Active,EH 16-06-21 LinkedIn discount action expired.
c314cfe2-fca2-5671-8972-07e0b1582412,Active,Jobs need to be delivered in Dutch.
38b273bb-cac4-5d94-b017-23d43f7b38d9,Active,"This prdocut is overlap, and need to be deleted."
0b639524-a4ad-5d33-bede-12185ba6ca0a,Active,Only vacancies with a salary range above €35k
e598f4f1-4089-5634-aa56-4ff88b491612,Active,"25-05-21 SF Blacklisted, because we could not reach out to them (job posting failed)."
abf3e7aa-a632-58f8-a1d3-5352f4fdf48d,Active,"25-05-21 SF Blacklisted, because we could not reach out to them (job posting failed)."
2f6f7445-2086-5844-bd4d-01dab4059a29,Active,RVR 02-03-2021: This prodiuct already existed somewhere else. So we need to delete this one.
d0e7c63f-a948-5a3f-9776-c39eabc263e4,Active,EH 16-06-21 LinkedIn discount action expired.
a57c0db5-5e02-53b2-b230-134397b11518,Active,"25-05-21 SF Blacklisted, because we could not reach out to them (job posting failed)."
b8e33ecb-f2ee-5f1e-a8e7-afe7f0e077e3,Active,Only vacancies with a salary range above 35K
b92ba2d7-4721-514a-ad43-ec3be377e6da,Active,Only vacancies with a salary range above CHF 100K
73756322-5850-5e5f-bcd1-f23e61b9d1bd,Active,SF 19-05-21 Blacklisted for not posting our job as agreed in PA
50e5c5aa-b6cb-5524-8928-1f4ca72711ba,Active,My Channel for LVNL for LinkedIn discount action.
c5318a0f-eb97-5867-8c84-0108c23967fe,Active,"12-03-21 Blacklist 

Duplicate: https://vonq.lightning.force.com/lightning/r/Product2/01t1p000006yHsZAAU/view"
c11adaed-08e4-565f-9361-29d70fafe904,Active,Alleen vacatures met een salaris range boven de 60K
4210aab7-2cb5-5630-b2bd-b91cb5b98fab,Active,"Valentine Reuzer: ""Automotivevac is niet meer actief en gaat binnenkort offline."""
b79de1b6-1087-5997-b786-400d3161e598,Active,Active Dupplicate: 01t0Y000006rJYgQAM
cecb9967-c121-4024-8b0f-67b143a62185,Active,EH 16-06: LinkedIn discount action expired.
56e214ef-9168-5096-8e69-29021f8e4545,Active,Only vacancies with a salary range above $100k
ae4e563d-06f8-58ce-849b-95d13e6e792c,Active,JDK Nov 17: Jobs go via Indeed. Selling Glassdoor is no longer possible.
efa69db7-2598-5834-a0c3-b212c4d2cc0a,Active,Product used by Professional Services
968ca149-94fe-5e9e-bd96-62e53d6e983c,Active,01-11-2020 RVR: This university is part of the College Diversity Network. Might be best to just use that product instead of just thiis on euniversity.
362cedd3-08aa-5b46-bb8e-014cb1bd6c30,Active,"10-05-2021 RVR: Joren and Tycho requested a new listprice for this product, in order to be attractive for Manatal (MAPI Partner)."
673d2ca3-902a-5ebc-8e62-0f7724368d5c,Active,01-11-2020 RVR: This community's job board is part of the College Diversity Network. Might be best to just use that product instead of just thiis on euniversity.
611564c2-84b9-5fa7-9b02-8a1d81ed49b3,Active,"01-11-2020 RVR: This job board seems to be part of the ""College Diversity Network."" If this party doesnt have its own URL it might be best to just open the product College Diversity Network."
342d879c-8865-5c44-9333-5863db8e1502,Active,Product used by Professional Services
8db40b5e-3d97-5ea4-8727-e31812e657ad,Active,"Inkoopprijs: OPS budget € 150,-"
617c041f-914b-5c32-8bab-b62471448329,Active,"Inkoopprijs: OPS budget € 120,-"
cba40cdf-f819-5ff9-b333-7f2054f0a139,Active,"Inkoopprijs: OPS budget € 100,-"
c9a99b1d-ec70-5cb7-8a28-331bd0ade314,Active,"Inkoopprijs: OPS budget € 120,-"
f2b71b1a-60ff-59ed-9162-eb281a003cad,Active,"Inkoopprijs: OPS budget € 100,-"
65e49002-18f3-5650-8b61-b6f5124c6f0e,Active,"Inkoopprijs: OPS budget € 100,-"
710b4383-a3ee-5283-ab64-3a158815373a,Active,"Inkoopprijs: OPS budget € 80,-"
f91ff0b5-f98f-5dcd-a432-67cbfd577a71,Active,"Inkoopprijs: OPS budget € 80,-"
e9cb12af-5fdb-5440-9fbd-24b19c7607c2,Active,"Inkoopprijs: OPS budget € 80,-"
ee21d377-0152-54b0-bcfb-cc87d5d982de,Active,"Inkoopprijs: OPS budget € 80,-"
e4cffc20-8246-5e7a-8529-8be78de3eaa8,Active,"Inkoopprijs: OPS budget € 80,-"
29a0db11-d7c0-5970-85b2-5c9c6c392798,Active,"Inkoopprijs: OPS budget € 80,-"
8f82b326-5e53-5a68-b16a-7004655de4a6,Active,"Inkoopprijs: OPS budget € 80,-"
f4bffcb8-be3d-5e1b-aeda-1d21ebd18b03,Active,"Inkoopprijs: OPS budget € 80,-"
637f7c38-dd48-5a69-b6a6-527c57bf1d07,Active,"Inkoopprijs: OPS budget € 80,-"
804873af-a482-5bbc-b0c7-057f22db5ecb,Active,"Inkoopprijs: OPS budget € 80,-"
f7c40ebd-5f67-5c80-8227-62a0f0de43fd,Active,"Inkoopprijs: OPS budget € 120,-"
d98dd5a8-9956-571e-bade-e520d56b833d,Active,"Inkoopprijs: OPS budget € 100,-"
fe9e7185-73a5-5f08-838a-db93304a6fee,Active,"Inkoopprijs: OPS budget € 100,-"
360145f4-e61f-5d45-b812-ca465a71ad21,Active,"Inkoopprijs: OPS budget € 100,-"
510a4d66-85cb-5759-8b86-f783f4250aca,Active,"Inkoopprijs: OPS budget € 80,-"
a2fe9ea9-641e-57ff-a0e7-6f416c64c843,Active,"Inkoopprijs: OPS budget € 100,-"
3fa93a79-31ec-5e68-99b9-1b4e09b1bf40,Active,"Inkoopprijs: OPS budget € 100,-"
c680ea94-f618-531f-bf45-a628abbc1938,Active,"Inkoopprijs: OPS budget € 80,-"
629ec51f-4c80-532f-9827-3f0e6027747d,Active,"Inkoopprijs: OPS budget € 100,-"
11ed1089-9a35-53d1-ae81-7e9c194e27e2,Active,29-04-21 SF Blacklist until we manage to reach out to them
968daad1-1b38-5a13-88e8-5b7d2b65ec85,Active,Only vacancies with a salary range above €45k
f7489388-177b-5865-8be0-c97d4e7f2eb9,Active,Only jobpostings above 60k
7a0c157f-afc1-518e-ac97-e88709369140,Active,"Inkoopprijs: OPS budget € 80,-"
0e56870c-0b5b-58bc-a02f-080818c2dc68,Active,10/05/21 AL temporarily deactivate the product in PKB.
510a3646-fa6f-5a5d-906e-24a2b2cfb184,Active,Only vacancies with a salary range above £45k
81b57a47-2eb6-421f-95c9-07a63833cf50,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
ffe6edfe-dced-4d18-9fc6-caff36eb0704,Active,"14/6/2021 - LR: BL - No business case from sales or PS

28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
fd85bd6b-4aeb-4bef-9b05-345db9bda378,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
db6f1dc7-b9ca-4217-a56c-d0f14c66b4f8,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
9ecfeb5d-b350-4efc-b369-4deb084af7c9,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
a414e624-40fb-42f4-b93e-6f8ff033806a,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
05cb5e61-f2dd-4d13-9a17-3f617939412c,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
26c0df66-1b8f-4e59-8be1-c21089c49115,Active,"17062021LR: BL - Restructured social products, removed 40-day product

28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
4b724e7a-8350-4a9a-975c-16f6b73f6152,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
16c253ff-2e5e-4636-ad27-33a5f5f32439,Active,"14/6/2021 - LR: BL - No business case from sales or PS

28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
13d8adc4-0e8e-4b8e-8cb3-440622b907a9,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
e04e0563-cae0-4438-8df0-211bdd0192a7,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
b8c929d6-3b14-4001-a6d1-f4e3aedef92d,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
b0a2259d-a474-452f-bd8f-a187554c7d18,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
a1599dde-a114-483c-ac06-8294709e3f22,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
53b8ad3a-6a63-45ef-835e-72ae8272341f,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
84aa7494-e036-4c2c-81d6-c624684d98d1,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
37fb4fab-4d43-4ab5-84cc-13479e1db902,Active,"28/05/2021 AL Added based on Joren's request and by Leon's approval. Pricing may differ from contract, if there is one"
d06265d4-74aa-4e44-87db-44dd743822b7,Active,Budget: 150€
98803d3b-6ff6-4176-b843-83d23d61b015,Active,Budget: 100€
4c3994e3-4102-4f17-b2bd-9601b4151571,Active,Budget: 50€
327f9fb9-5450-520e-ae98-ce18c5b14b08,Active,28-04-21 SF Blacklisted till we set-up new PA.
b8792dfb-0527-5838-9aac-d8e682c20659,Active,Wait Until further notice.
fa092253-1b1a-567f-9231-47c5902e49ea,Active,LP LET OP! Mag alleen gebruikt worden voor de maandelijks kickback berekening Indeed
dc920b4b-d3d0-597c-a23e-0f02a170e212,Active,18112019 LT:  Stepstone/The Network has stopped working with this site. Replaced by 566  OCC Mundial | Mexico
f2ef1e42-4d4a-5f8a-900a-ba6070826443,Active,"06122019 LT: Het TIC Huis heeft zelf het PA opgezegd, omdat zij de te hanteren levertermijn niet kunnen waarborgen."
ca7e46de-2709-52b1-b462-e5f0826c126e,Active,"06122019 LT: Het TIC Huis heeft zelf het PA opgezegd, omdat zij de te hanteren levertermijn niet kunnen waarborgen."
6f81658b-7cb3-5dfa-b0bc-fcd1d23d9908,Active,Zelfde als DESQID 1427
c661d7e5-35a8-57d0-8ecc-edd5001810c5,Active,"06122019 LT: Het TIC Huis heeft zelf het PA opgezegd, omdat zij de te hanteren levertermijn niet kunnen waarborgen."
ace1902b-65b8-5b61-aa79-797fbe81c2a2,Active,"LP 26/6/2018 Product niet in recommender, we hebben een ander product voor Smashing wat al meegaat in recommender"
2620506b-1bd0-525c-ac7b-1e6a7d427406,Active,LP Original prijs USD 500
13af47de-7ca5-5253-b129-4fb1af2755e7,Active,"06122019 LT: Het TIC Huis heeft zelf het PA opgezegd, omdat zij de te hanteren levertermijn niet kunnen waarborgen."
1a5b4667-d3f5-56df-bd6c-ae777b424893,Active,Duplicate
b8192029-63d3-5c98-a814-a114c53370fd,Active,Ratecard URL: http://www.azubister.net/ausbildungsmarketing/fileadmin/downloads/azubister_Produkte_2014.pdf
87e74e29-7cb8-53f5-9dc3-e9d69d5fa1ad,Active,LT 13052019: in overleg met RvR niet in JMP
3b875f61-db31-51d8-a845-48f786f36185,Active,factuur in USD rate card $200 - inkoop $170 (LT 19.03.2019)
0e69f04b-9385-5117-8776-289b67f7633d,Active,"RVR 22-02-2021: They changed their platform, product and pricing without lettting us know. even though we had a Partnership.

Now they ask us to login ourselves, and post the job without getting a discount. For now I will shut off this product."
3f300f09-9131-5c53-9684-c532c8dbf877,Active,"LT: 07-05-2019 RC = $250,-"
aae508e6-80ed-5d11-91f5-f81018a3e3bb,Active,"Product is niet beschikbaar in het JMP, omdat dit een extra product is."
265d475a-7a61-51b2-9b70-15cd984ce0d5,Active,Testfase
0250580e-7b47-5199-952c-a6bc1c2595b5,Active,19112019 LT: Blacklist - uit portfolio van Acquire Publishing
1b024d38-2f70-5e0b-801e-d17fda1e3a7a,Active,LT 13052019: in overleg met RvR niet in JMP
5ca2fbff-b1a6-5a6d-9f2a-29bc09d2e903,Active,LT 13052019: in overleg met RvR niet in JMP
18cb877f-ccc3-5c65-b186-50443db65827,Active,No RC to be found
88aedf51-628d-5568-a9e5-abef66b0e0a5,Active,RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.
2b48a7c0-d383-5bf9-9ef2-5e7d1b876fc4,Active,RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.
9a14534a-b376-5d28-8964-6cfcb5e461ee,Active,"RVR 03-06-2021: We need to post 450 jobs in the next 9 months in order to use up all the credits. There fore I have lowered the listprice to €199.

RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product."
32a3573a-5157-557f-87bd-42944e07514e,Active,RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.
c1393b93-8fcc-501a-897d-795cb95fde70,Active,The issue with the website.
22776b10-dd0f-5ea9-ba2b-1b7bad092071,Active,Alleen vacatures met een salaris range boven de 60K
c2f40f31-3830-50c8-adb4-5df873cd49cc,Active,"prijs per 1 sept 14 verhoogd naar 89,66 inkoop/ 269 ratecard"
fe63ed5f-4fc1-584a-af1a-4c61e5f89dc5,Active,09062020 LT: blacklist iov Roderick - leverancier kan onze voorwaarden niet nakomen
7c9daee8-2eec-5333-a38c-8288f511f747,Active,"20-08-2020 RVR: Spoke to Lotte, she doesnt want to communicate pricing before they are due. ""You are the customer and you can check our pricing on the website each year."" Dat is voor mij geen haalbare kaart om voor elk job board pro actief te kijken wat de nieuwe prijzen zijn en er opnieuw een korting op te bedingen. Ze wilde de posting ook niet plaatsen voor de oude prijs. Niet erg klantvriendelijk van haar."
8be59437-1400-5f03-a22e-4d844f6051e2,Active,No RC to be found
7f25116f-5e08-5078-a7fb-3dc6c1d17819,Active,"23-06-21 SF Blacklisted, because they can process isolated orders, but do not comply with general PA."
efd6361e-571a-5c95-9569-1153308b279f,Active,LT 07-05-2019: Ondanks Tropical toch in JMP ivm test
8ca5e54f-d1de-5495-b563-7a1b4489e975,Active,"RVR 02-12-2020: They are not able to send invoices in the englisgh language. Only in greek, which our financial department cant read."
33ce7289-3f5d-5a5a-a784-48f49a4ae7d3,Active,Ratecard en produkt niet op de site te vinden.
0b2028ea-a7ca-5c14-9c36-f9506f028619,Active,Ratecard en produkt niet op de site te vinden.
ccf85367-a5ec-565a-86fa-c91c6e8240f4,Active,Ratecard en produkt niet op de site te vinden.
69ee6db6-8175-59da-914a-f1a142820a40,Active,No RC to be found
7da928f7-e1b6-58fe-943f-7c2f1d3875ba,Active,"RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.

OPS Budget: 350 / 0,85 =  € 412,-"
3ac38706-e275-52f1-9eb8-e96b1f969fc5,Active,"RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.

OPS budget: 250 / 0,85 = € 294,-"
ae4c7a7e-5c52-572f-8519-3f31dba444d1,Active,"RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.

OPS budget 275 / 0,85 = € 324,-"
d3761f1c-e518-5027-8cbf-337bc0a05490,Active,"RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.

Inkoopprijs DesQ: 280 / 0,85 = 329"
00b12463-e926-561f-adba-ffbfc706a793,Active,"RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.

OPS budget: 200 / 0,85 = € 235"
15d9a283-1deb-5ec3-bbe5-c5f00dab6840,Active,18052020 LT: Blacklist vanwege nieuwe social producten
95ddeb00-6ce4-5b44-854f-a9201629cfb0,Active,18052020 LT: Blacklist vanwege nieuwe social producten
54653791-31dd-550e-8ce9-bd72bce95459,Active,"22062021LR: Decreased budget by 5% (pitstop project)

RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product."
001aeca5-a402-5e02-868c-4892aa198170,Active,18052020 LT: Blacklist vanwege nieuwe social producten
7d2281e2-c1e1-543e-b5b7-08a535387c57,Active,18052020 LT: Blacklist vanwege nieuwe social producten
1b9dd205-e627-54ac-82be-ec6961a285ff,Active,18052020 LT: Blacklist vanwege nieuwe social producten
15c59982-8b4d-5c40-927d-1391ab1143f4,Active,Activate this product until further notice.
5f3c90ba-8733-59b8-b1ef-5498d9ec36ac,Active,18052020 LT: Blacklist vanwege nieuwe social producten
eaee63a7-e9b7-58ac-be7c-89df815176bb,Active,"22062021LR: Decreased budget by 5% (pitstop project)

RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product."
46dce97a-926e-56ea-a4ea-40435d61503e,Active,"22062021LR: Decreased budget by 5% (pitstop project)

RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product."
63c0e4c5-7a81-5c8d-8f89-394d4d9e4710,Active,Moet contact opnemen voor meer info
272bb936-fa25-571b-9632-df4b21137766,Active,gratis site
2c497882-7e39-5cda-a261-4ab97571c997,Active,15/6/2021LR - BL because posting process isn't working.
9743f17e-0668-511e-a968-403d8d3f8098,Active,gratis site
4c6f42ab-16c4-5c85-acd5-eb095af88dd0,Active,Corperate Social Responsibilty
a3618950-7b7a-5e76-a62a-360608ae50f9,Active,RVR 31-05-2021: Arno Schäfer requested a 5% listprice increase on this product.
30b230ab-d521-5fc1-8d4c-a95035ff235a,Active,zusje van Nederlandvacature.nl
622a6739-e918-54e1-9566-a53b9bc6ea2c,Active,Let wel: Altijd koppelen aan werkgever of werknemer account op XING
c626226d-0258-5d9d-b3ec-620b8d7a0233,Active,Let op Alleen vacature plaatsing
d4e213a9-1b39-57f0-b38c-73a152595776,Active,"prijs tot 10 feb15: RC199, VONQ150, inkoop 60"
22a123d3-a47a-5326-959c-6605f03416a6,Active,No RC to be found
